loss,params,iteration,estimators,train_time
0.9927572366072749,"{'learning_rate': 0.15486978145360267, 'max_depth': 3, 'max_features': 1, 'min_samples_split': 4, 'subsample': 0.92253266312406}",90,15,0.06792438000411494
0.9328943289738652,"{'learning_rate': 0.18003998438503693, 'max_depth': 16, 'max_features': 4, 'min_samples_split': 3, 'subsample': 0.8335176776666109}",91,9,0.06298145600158023
0.9831725371608312,"{'learning_rate': 0.008108738427439791, 'max_depth': 17, 'max_features': 1, 'min_samples_split': 6, 'subsample': 0.9440476540834051}",92,100,0.31553380400146125
0.9871642619722881,"{'learning_rate': 0.021844414526791662, 'max_depth': 5, 'max_features': 3, 'min_samples_split': 4, 'subsample': 0.9828837683999369}",93,45,0.14273616900027264
0.9532464433746,"{'learning_rate': 0.07519523391143357, 'max_depth': 8, 'max_features': 4, 'min_samples_split': 5, 'subsample': 0.9770741820544903}",94,21,0.10383617500338005
0.9418655714455793,"{'learning_rate': 0.10752002201412862, 'max_depth': 14, 'max_features': 2, 'min_samples_split': 6, 'subsample': 0.9618995809676362}",95,28,0.08236813999974402
0.9278839360363031,"{'learning_rate': 0.1989982313243254, 'max_depth': 19, 'max_features': 5, 'min_samples_split': 3, 'subsample': 0.622284936190108}",96,6,0.06048183399980189
0.9734596798743084,"{'learning_rate': 0.03118049905015703, 'max_depth': 7, 'max_features': 3, 'min_samples_split': 5, 'subsample': 0.9860521108627796}",97,80,0.13113430899829837
0.9974507517648626,"{'learning_rate': 0.002931445650743121, 'max_depth': 9, 'max_features': 4, 'min_samples_split': 4, 'subsample': 0.7286175762707361}",98,81,0.2552901849994669
0.9919504609364207,"{'learning_rate': 0.006065560239131073, 'max_depth': 13, 'max_features': 2, 'min_samples_split': 6, 'subsample': 0.5073545129285837}",99,100,0.29650908400071785
0.9413377556935029,"{'learning_rate': 0.08615321043000088, 'max_depth': 17, 'max_features': 5, 'min_samples_split': 2, 'subsample': 0.9510606246373149}",100,14,0.09545385399542283
0.9716766675026263,"{'learning_rate': 0.0518901261105735, 'max_depth': 15, 'max_features': 1, 'min_samples_split': 5, 'subsample': 0.8810476755703226}",101,19,0.09400371499941684
0.9383160282610064,"{'learning_rate': 0.11960659170791238, 'max_depth': 10, 'max_features': 4, 'min_samples_split': 4, 'subsample': 0.9033398520325023}",102,15,0.09570684500067728
0.9987053780086573,"{'learning_rate': 0.0019497882106914337, 'max_depth': 6, 'max_features': 3, 'min_samples_split': 5, 'subsample': 0.9690227170673529}",103,100,0.32738674899883335
0.9748733219254875,"{'learning_rate': 0.14765877324673693, 'max_depth': 4, 'max_features': 2, 'min_samples_split': 2, 'subsample': 0.7716274522364617}",104,12,0.0723692769970512
0.9476897262378853,"{'learning_rate': 0.09831341981655604, 'max_depth': 18, 'max_features': 3, 'min_samples_split': 6, 'subsample': 0.9754938610131654}",105,24,0.09811549900041427
0.9665905379392674,"{'learning_rate': 0.03668371327849607, 'max_depth': 12, 'max_features': 1, 'min_samples_split': 4, 'subsample': 0.9295823468663439}",106,16,0.1351698709986522
0.9601162245761187,"{'learning_rate': 0.016172878883650148, 'max_depth': 7, 'max_features': 5, 'min_samples_split': 3, 'subsample': 0.9808612499314022}",107,83,0.25364806299330667
0.9990527422430971,"{'learning_rate': 0.04226643745239025, 'max_depth': 2, 'max_features': 4, 'min_samples_split': 5, 'subsample': 0.9977918103315082}",108,20,0.06083089300227584
0.941018667945631,"{'learning_rate': 0.172485627755584, 'max_depth': 21, 'max_features': 2, 'min_samples_split': 6, 'subsample': 0.9955982948675436}",109,7,0.0672015630043461
0.9608243600401309,"{'learning_rate': 0.027456497039144667, 'max_depth': 11, 'max_features': 3, 'min_samples_split': 5, 'subsample': 0.9409666780152882}",110,64,0.18175619899557205
0.9370943477967904,"{'learning_rate': 0.07020845898029292, 'max_depth': 9, 'max_features': 2, 'min_samples_split': 6, 'subsample': 0.8117859032060678}",111,42,0.11518323000200326
0.9348268438893351,"{'learning_rate': 0.13373175110381788, 'max_depth': 16, 'max_features': 4, 'min_samples_split': 4, 'subsample': 0.9932130800906771}",112,6,0.0829769660049351
0.9250951128183375,"{'learning_rate': 0.19331876556810412, 'max_depth': 5, 'max_features': 5, 'min_samples_split': 5, 'subsample': 0.9854907934122835}",113,21,0.08031190700421575
0.9821947097536523,"{'learning_rate': 0.06010022484807038, 'max_depth': 8, 'max_features': 1, 'min_samples_split': 6, 'subsample': 0.9896623174932371}",114,31,0.08494184400478844
0.9683556200562412,"{'learning_rate': 0.15766310186535262, 'max_depth': 3, 'max_features': 3, 'min_samples_split': 4, 'subsample': 0.9488518495928769}",115,18,0.0645661519956775
0.990383407892473,"{'learning_rate': 0.008996983267686416, 'max_depth': 20, 'max_features': 4, 'min_samples_split': 3, 'subsample': 0.9911953629961506}",116,97,0.24111647700192407
0.9477050975033173,"{'learning_rate': 0.0978137488955079, 'max_depth': 11, 'max_features': 2, 'min_samples_split': 5, 'subsample': 0.9229952346769965}",117,18,0.07583543400687631
0.9840899347667825,"{'learning_rate': 0.010813944237572284, 'max_depth': 14, 'max_features': 6, 'min_samples_split': 6, 'subsample': 0.8549278761039539}",118,93,0.24344628299877513
0.961579040201479,"{'learning_rate': 0.08024334891685715, 'max_depth': 15, 'max_features': 1, 'min_samples_split': 3, 'subsample': 0.9572939294339989}",119,14,0.08070723599666962
0.9567623605537853,"{'learning_rate': 0.12494571017451318, 'max_depth': 7, 'max_features': 3, 'min_samples_split': 4, 'subsample': 0.9000770048778645}",120,19,0.0724419609978213
0.9633431975491212,"{'learning_rate': 0.06350072398768163, 'max_depth': 6, 'max_features': 5, 'min_samples_split': 5, 'subsample': 0.9725437909076615}",121,27,0.1124250220018439
0.9994601617273051,"{'learning_rate': 0.00122851116025456, 'max_depth': 12, 'max_features': 4, 'min_samples_split': 6, 'subsample': 0.5963747332544714}",122,100,0.36830803100019693
0.9972706628145857,"{'learning_rate': 0.004527761659824575, 'max_depth': 10, 'max_features': 2, 'min_samples_split': 4, 'subsample': 0.7327398792855013}",123,100,0.2843856390027213
0.9522401882597846,"{'learning_rate': 0.04942960728483429, 'max_depth': 17, 'max_features': 3, 'min_samples_split': 5, 'subsample': 0.8725106449257612}",124,27,0.13108609499613522
0.9625706499909163,"{'learning_rate': 0.10595736209708545, 'max_depth': 16, 'max_features': 2, 'min_samples_split': 4, 'subsample': 0.9661154201528663}",125,49,0.09613352500309702
0.9023321631363199,"{'learning_rate': 0.18146103694872134, 'max_depth': 13, 'max_features': 4, 'min_samples_split': 2, 'subsample': 0.9134201845670344}",126,11,0.13811812800122425
0.9200676330773656,"{'learning_rate': 0.19736160271242442, 'max_depth': 13, 'max_features': 6, 'min_samples_split': 6, 'subsample': 0.9962446988712512}",127,8,0.07629417700081831
0.9419100447201468,"{'learning_rate': 0.05333148718234936, 'max_depth': 13, 'max_features': 3, 'min_samples_split': 2, 'subsample': 0.8240620118093485}",128,77,0.15176737099682214
0.9539747835147843,"{'learning_rate': 0.14294774511277236, 'max_depth': 10, 'max_features': 1, 'min_samples_split': 2, 'subsample': 0.7023881281130345}",129,6,0.05903831600153353
0.9452125260336288,"{'learning_rate': 0.08481463861047427, 'max_depth': 11, 'max_features': 5, 'min_samples_split': 2, 'subsample': 0.9950741241455284}",130,18,0.08577410499856342
0.9625745640263996,"{'learning_rate': 0.042801583991230116, 'max_depth': 14, 'max_features': 4, 'min_samples_split': 6, 'subsample': 0.9143204907249818}",131,79,0.19794203600031324
0.9814638208496276,"{'learning_rate': 0.020452641119691493, 'max_depth': 9, 'max_features': 1, 'min_samples_split': 2, 'subsample': 0.9886265152453385}",132,62,0.14463224499922944
0.9352732760341805,"{'learning_rate': 0.1752871373728712, 'max_depth': 13, 'max_features': 3, 'min_samples_split': 6, 'subsample': 0.9988118321655953}",133,10,0.07292597799823852
